0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0,0,0,4,19,0,0,0,0,24,33,0,0,0,0,40,19,0,0,0,0,28,79,0,0,0,0,2,15,0,0,0,0,0,0
0,0,0,0,4,19,0,0,0,0,23,33,0,0,0,0,41,19,0,0,0,0,29,79,0,0,0,0,2,15,0,0,0,0,0,0
0,0,0,0,4,20,0,0,0,0,24,33,0,0,0,0,42,19,0,0,0,0,29,80,0,0,0,0,2,15,0,0,0,0,0,0
0,0,0,0,4,19,0,0,0,0,23,34,0,0,0,0,43,21,0,0,0,0,29,80,0,0,0,0,2,15,0,0,0,0,0,0
0,0,0,0,4,19,0,0,0,0,24,34,0,0,0,0,43,20,0,0,0,0,29,82,0,0,0,0,2,15,0,0,0,0,0,0
0,0,0,0,4,18,0,0,0,0,25,34,0,0,0,0,44,20,0,0,0,0,30,83,0,0,0,0,2,16,0,0,0,0,0,0
0,0,0,0,4,18,0,0,0,0,26,34,0,0,0,0,46,22,0,0,0,0,31,85,0,0,0,0,2,16,0,0,0,0,0,0
0,0,0,0,4,19,0,0,0,0,26,34,0,0,0,0,45,22,0,0,0,0,30,85,0,0,0,0,3,17,0,0,0,0,0,0
0,0,0,0,4,19,0,0,0,0,26,34,0,0,0,0,46,22,0,0,0,0,30,85,0,0,0,0,3,17,0,0,0,0,0,0
0,0,0,0,4,18,0,0,0,0,27,31,0,0,0,0,46,21,0,0,0,0,31,85,0,0,0,0,3,17,0,0,0,0,0,0
0,0,0,0,4,18,0,0,0,0,26,33,0,0,0,0,46,21,0,0,0,0,31,85,0,0,0,0,3,17,0,0,0,0,0,0
0,0,0,0,4,19,0,0,0,0,26,36,0,0,0,0,47,21,0,0,0,0,31,84,0,0,0,0,3,17,0,0,0,0,0,0
0,0,0,0,4,19,0,0,0,0,26,37,0,0,0,0,48,20,0,0,0,0,30,82,0,0,0,0,3,17,0,0,0,0,0,0
0,0,0,0,4,19,0,0,0,0,27,35,0,0,0,0,48,21,0,0,0,0,32,86,0,0,0,0,2,15,0,0,0,0,0,0
0,0,0,0,4,17,0,0,0,0,27,36,0,0,0,0,49,22,0,0,0,0,32,89,0,0,0,0,2,14,0,0,0,0,0,0
0,0,0,0,4,17,0,0,0,0,27,38,0,0,0,0,49,23,0,0,0,0,32,86,0,0,0,0,2,14,0,0,0,0,0,0
0,0,0,0,4,17,0,0,0,0,27,37,0,0,0,0,48,22,0,0,0,0,32,87,0,0,0,0,2,15,0,0,0,0,0,0
0,0,0,0,4,18,0,0,0,0,25,37,0,0,0,0,48,21,0,0,0,0,32,88,0,0,0,0,2,16,0,0,0,0,0,0
0,0,0,0,5,19,0,0,0,0,23,38,0,0,0,0,49,22,0,0,0,0,31,84,0,0,0,0,3,17,0,0,0,0,0,0
0,0,0,0,4,19,0,0,0,0,25,38,0,0,0,0,49,22,0,0,0,0,31,83,0,0,0,0,2,16,0,0,0,0,0,0
0,0,0,0,4,19,0,0,0,0,28,37,0,0,0,0,48,22,0,0,0,0,31,86,0,0,0,0,2,17,0,0,0,0,0,0
0,0,0,0,4,18,0,0,0,0,28,36,0,0,0,0,47,22,0,0,0,0,31,87,0,0,0,0,2,17,0,0,0,0,0,0
0,0,0,0,4,18,0,0,0,0,27,36,0,0,0,0,46,22,0,0,0,0,34,88,0,0,0,0,2,17,0,0,0,0,0,0
0,0,0,0,3,18,0,0,0,0,26,35,0,0,0,0,45,22,0,0,0,0,34,88,0,0,0,0,3,18,0,0,0,0,0,0
0,0,0,0,4,19,0,0,0,0,28,36,0,0,0,0,46,22,0,0,0,0,33,88,0,0,0,0,2,18,0,0,0,0,0,0
0,0,0,0,4,20,0,0,0,0,28,38,0,0,0,0,46,22,0,0,0,0,32,90,0,0,0,0,2,17,0,0,0,0,0,0
0,0,0,0,4,18,0,0,0,0,28,38,0,0,0,0,44,21,0,0,0,0,30,91,0,0,0,0,3,15,0,0,0,0,0,0
0,0,0,0,4,16,0,0,0,0,28,38,0,0,0,0,39,21,0,0,0,0,28,93,0,0,0,0,2,14,0,0,0,0,0,0
0,0,0,0,4,16,0,0,0,0,26,37,0,0,0,0,36,21,0,0,0,0,26,98,0,0,0,0,2,14,0,0,0,0,0,0
0,0,0,0,4,17,0,0,0,0,24,35,0,0,0,0,32,20,0,0,0,0,26,111,0,0,0,0,1,14,0,0,0,0,0,0
0,0,0,0,3,16,0,0,0,0,22,31,0,0,0,0,28,18,0,0,0,0,27,122,0,0,0,0,1,13,0,0,0,0,0,0
0,0,0,0,2,15,0,0,0,0,20,29,0,0,0,0,23,16,0,0,0,0,26,133,0,0,0,0,0,13,0,0,0,0,0,0
0,0,0,0,1,15,0,0,0,0,16,28,0,0,0,0,17,14,0,0,0,0,23,141,0,0,0,0,0,13,0,0,0,0,0,0
0,0,0,0,1,14,0,0,0,0,14,26,0,0,0,0,13,13,0,0,0,0,19,141,0,0,0,0,0,12,0,0,0,0,0,0
0,0,0,0,0,12,0,0,0,0,12,23,0,0,0,0,11,13,0,0,0,0,14,125,0,0,0,0,0,11,0,0,0,0,0,0
0,0,0,0,0,9,0,0,0,0,10,20,0,0,0,0,7,12,0,0,0,0,10,92,0,0,0,0,0,9,0,0,0,0,0,0
0,0,0,0,0,5,0,0,0,0,6,15,0,0,0,0,4,10,0,0,0,0,5,62,0,0,0,0,0,7,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,2,12,0,0,0,0,0,7,0,0,0,0,0,39,0,0,0,0,0,4,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,1,1,1,4,0,0,3,0,0,0,0,0,5,2,1,2,0,0,1,1,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,6,4,2,4,0,0,9,2,0,0,0,0,11,5,3,3,0,0,7,5,2,0,0,0,0,0,0,1
0,0,0,0,0,1,0,1,11,7,3,4,0,5,14,4,0,0,0,3,24,9,4,2,0,0,13,8,3,1,0,0,0,0,0,0
0,0,0,0,0,1,0,3,14,8,4,4,0,10,19,5,0,0,0,7,42,11,4,2,0,1,19,9,4,2,0,0,0,0,0,0
0,0,0,0,0,1,0,5,17,7,4,5,0,11,22,5,0,0,0,9,49,11,4,3,0,2,22,10,5,2,0,0,0,0,0,0
0,0,0,0,0,1,0,6,20,8,4,6,0,13,24,5,0,0,0,10,50,11,4,3,0,3,25,11,4,2,0,0,0,0,0,0
0,0,0,0,0,1,0,7,23,10,5,6,0,14,26,5,0,0,0,10,45,11,4,4,0,3,28,12,5,3,0,0,0,0,0,0
0,0,0,0,0,1,0,6,25,10,6,7,0,14,28,6,0,0,0,10,39,11,5,5,0,3,29,13,6,4,0,0,0,0,0,0
0,0,0,0,0,1,0,6,25,10,7,8,0,14,28,6,0,0,0,11,37,12,5,5,0,3,29,13,6,4,0,0,0,0,0,0
0,0,0,0,0,1,0,6,25,11,7,8,0,14,27,6,0,0,0,11,37,12,5,5,0,3,29,14,6,5,0,0,0,0,0,0
0,0,0,0,0,3,0,5,24,11,7,8,0,15,27,7,0,0,0,12,36,13,5,6,0,3,29,14,7,6,0,0,0,0,0,0
0,0,0,0,0,4,0,4,23,11,7,9,0,14,28,7,0,0,0,11,34,13,6,6,0,2,28,14,8,7,0,0,0,0,0,0
0,0,0,0,0,5,0,3,22,12,7,9,0,13,28,7,0,0,0,10,32,13,5,6,0,2,27,14,8,7,0,0,0,0,0,0
0,0,0,0,1,6,0,3,22,12,7,9,0,12,28,8,0,0,0,10,30,14,5,5,0,2,30,14,8,8,0,0,0,0,0,0
0,0,0,0,1,8,0,3,22,12,7,9,0,12,27,8,0,0,0,10,31,14,4,4,0,1,30,14,8,8,0,0,0,0,0,0
0,0,0,0,1,8,0,3,23,12,7,10,0,12,27,8,0,0,0,10,32,14,4,4,0,0,27,15,8,8,0,0,0,0,0,0
0,0,0,0,2,9,0,2,24,12,7,10,0,12,27,8,0,0,0,9,33,14,4,4,0,0,26,16,8,8,0,0,0,0,0,0
0,0,0,0,1,9,0,2,25,13,7,10,0,12,27,8,0,0,0,9,33,14,4,4,0,0,25,17,8,9,0,0,0,0,0,0
0,0,0,0,1,9,0,2,26,13,7,10,0,12,28,9,0,0,0,9,34,15,4,5,0,0,24,17,8,9,0,0,0,0,0,0
0,0,0,0,2,9,0,2,26,13,7,10,0,12,29,9,0,0,0,9,34,15,4,5,0,0,25,17,8,9,0,0,0,0,0,0
0,0,0,0,1,9,0,2,27,13,7,10,0,11,29,9,0,0,0,9,33,15,5,5,0,0,26,17,8,9,0,0,0,0,0,0
0,0,0,0,1,10,0,2,26,13,7,10,0,11,29,9,0,0,0,9,33,16,5,5,0,0,26,19,9,10,0,0,0,0,0,0
0,0,0,0,2,10,0,2,26,13,7,11,0,12,29,10,0,0,0,9,33,16,5,5,0,0,26,20,9,10,0,0,0,0,0,0
0,0,0,0,2,10,0,3,27,13,7,11,0,12,29,10,0,0,0,9,34,17,5,5,0,0,24,18,9,9,0,0,0,0,0,0
0,0,0,0,2,10,0,3,28,13,7,11,0,12,30,10,0,0,0,9,35,18,5,5,0,0,23,18,9,9,0,0,0,0,0,0
0,0,0,0,2,10,0,3,28,13,7,11,0,12,32,10,0,0,0,9,35,18,5,5,0,0,24,19,9,9,0,0,0,0,0,0
0,0,0,0,2,11,0,3,28,13,7,10,0,12,31,10,0,0,0,9,34,18,5,5,0,0,25,18,9,9,0,0,0,0,0,0
0,0,0,0,2,11,0,3,27,14,7,11,0,12,30,10,0,0,0,10,34,18,5,5,0,0,27,19,9,9,0,0,0,0,0,0
0,0,0,0,2,12,0,2,26,14,8,11,0,12,31,10,0,0,0,9,34,18,5,5,0,0,29,20,9,9,0,0,0,0,0,0
0,0,0,0,2,12,0,2,26,14,8,11,0,12,31,10,0,0,0,9,35,17,5,5,0,0,29,20,9,10,0,0,0,0,0,0
0,0,0,0,2,12,0,2,27,14,8,11,0,12,31,10,1,0,0,10,35,18,5,5,0,0,30,20,9,10,0,0,0,0,0,0
0,0,0,0,3,12,0,3,27,14,8,11,0,12,32,11,1,0,0,10,36,18,5,5,0,1,31,19,9,9,0,0,0,0,0,0
0,0,0,1,2,12,0,3,27,14,8,11,0,13,33,11,0,0,0,10,36,19,5,5,0,1,31,19,9,9,0,0,0,0,0,0
0,0,0,1,2,12,0,3,28,14,8,11,0,13,33,11,0,0,0,10,36,19,5,5,0,1,31,21,10,10,0,0,0,0,0,0
0,0,0,0,2,12,0,3,27,14,8,12,0,14,33,11,0,0,0,11,37,20,5,5,0,1,31,21,10,10,0,0,0,0,0,0
0,0,0,1,3,12,0,3,28,14,8,12,0,14,34,11,0,0,0,11,37,20,6,5,0,2,31,21,10,10,0,0,0,0,0,0
0,0,0,1,3,12,0,3,28,14,8,12,0,13,34,12,0,0,0,11,38,21,6,6,0,2,31,21,10,10,0,0,0,0,0,0
0,0,0,1,3,13,0,3,28,14,8,12,0,14,34,11,0,0,0,11,38,20,6,6,0,2,31,21,10,10,0,0,0,0,0,0
0,0,0,1,3,13,0,3,28,14,8,12,0,14,34,11,1,0,0,11,38,20,6,6,0,2,32,21,10,10,0,0,0,0,0,0
0,0,1,1,2,13,0,3,28,14,8,12,0,14,35,11,0,0,0,11,39,21,5,6,0,2,32,22,10,10,0,0,0,0,0,0
0,0,0,1,3,13,0,3,29,15,8,12,0,14,34,11,1,0,0,11,39,20,6,6,0,2,32,22,10,10,0,0,0,0,0,0
0,0,0,1,3,13,0,3,28,14,8,12,0,14,34,11,1,0,0,11,38,20,6,6,0,2,32,21,10,10,0,0,0,0,0,0
0,0,0,1,3,13,0,3,29,15,8,12,0,14,34,11,1,0,0,11,38,20,6,6,0,2,32,21,10,10,0,0,0,0,0,0
0,0,1,1,2,12,0,3,30,15,8,12,0,14,34,11,1,0,0,11,39,21,6,6,0,2,33,21,10,10,0,0,0,0,0,0
0,0,0,1,2,13,0,3,29,15,8,12,0,14,34,11,1,0,0,11,40,21,6,6,0,2,31,20,10,10,0,0,0,0,0,0
0,0,0,1,3,13,0,3,29,15,8,12,0,14,34,11,1,0,0,11,40,21,6,5,0,2,31,22,10,10,0,0,0,0,0,0
0,0,0,1,3,13,0,3,29,14,8,12,0,14,34,11,1,0,0,11,39,20,6,5,0,2,32,22,10,10,0,0,0,0,0,0
0,0,0,1,3,13,0,3,29,14,8,12,0,14,34,11,0,0,0,11,39,20,6,6,0,2,31,20,9,10,0,0,0,0,0,0
0,0,0,1,3,13,0,3,29,14,8,12,0,15,35,11,0,0,0,12,40,21,6,6,0,2,32,20,10,11,0,0,0,0,0,0
0,0,0,1,2,13,0,3,29,14,8,12,0,16,35,11,0,0,0,12,40,20,6,6,0,2,33,21,10,10,0,0,0,0,0,0
0,0,0,1,2,13,0,3,29,14,8,12,0,16,36,11,0,0,0,12,40,20,6,6,0,2,35,22,10,10,0,0,0,0,0,0
0,0,0,1,2,13,0,3,29,14,8,12,0,16,36,12,0,0,0,12,40,21,6,6,0,2,35,22,10,10,0,0,0,0,0,0
0,0,0,1,3,13,0,3,29,15,8,12,0,14,35,11,1,0,0,11,38,20,6,6,0,1,33,21,10,10,0,0,0,0,0,0
0,0,0,1,3,13,0,3,27,14,8,12,0,14,35,11,1,0,0,11,38,20,6,6,0,1,34,21,10,10,0,0,0,0,0,0
0,0,0,1,3,13,0,3,27,14,8,12,0,14,37,11,1,0,0,11,39,20,6,5,0,2,35,22,10,10,0,0,0,0,0,0
0,0,0,1,3,13,0,3,28,15,8,12,0,15,37,11,1,0,0,12,40,20,6,5,0,2,35,22,10,11,0,0,0,0,0,0
0,0,0,1,3,13,0,3,28,15,8,12,0,15,37,11,1,0,0,12,40,20,6,6,0,2,35,22,10,11,0,0,0,0,0,0
0,0,0,0,3,13,0,3,29,15,8,12,0,16,37,12,0,0,0,12,40,20,6,6,0,2,35,22,10,11,0,0,0,0,0,0
0,0,0,0,3,13,0,3,28,14,8,13,0,16,37,12,1,0,0,12,40,21,6,6,0,2,35,22,10,11,0,0,0,0,0,0
0,0,0,1,2,13,0,3,29,14,8,12,0,16,37,12,1,0,0,13,41,21,6,6,0,2,34,21,10,11,0,0,0,0,0,0
0,0,0,1,2,13,0,3,29,14,8,12,0,16,37,12,0,0,0,13,41,20,6,6,0,2,34,20,11,10,0,0,0,0,0,0
0,0,1,1,2,12,0,3,29,14,8,12,0,14,37,11,1,0,0,12,40,20,6,6,0,2,36,20,11,10,0,0,0,0,0,0
0,0,0,1,2,11,0,3,30,16,8,12,0,12,35,11,1,0,0,10,38,21,6,6,0,1,35,19,10,10,0,0,0,0,0,0
0,0,0,0,2,10,0,3,29,16,8,12,0,12,33,12,1,0,0,9,36,22,7,6,0,0,32,22,10,10,0,0,0,0,0,0
0,0,0,1,2,10,0,3,30,15,9,12,0,13,34,12,0,0,0,9,36,22,6,6,0,0,32,23,10,10,0,0,0,0,0,0
0,0,0,0,2,11,0,3,30,16,9,12,0,13,35,12,1,0,0,10,36,22,6,6,0,0,35,21,11,11,0,0,0,0,0,0
0,0,0,0,2,11,0,3,30,16,8,12,0,14,37,12,1,0,0,10,37,22,7,6,0,0,37,22,10,11,0,0,0,0,0,0
0,0,0,1,2,12,0,3,30,16,9,12,0,14,37,12,1,0,0,10,37,21,7,6,0,1,36,23,10,10,0,0,0,0,0,0
0,0,0,1,3,12,0,3,30,16,9,13,0,14,35,12,1,0,0,10,37,21,7,7,0,0,34,22,10,10,0,0,0,0,0,0
0,0,0,1,2,12,0,3,30,16,9,13,0,13,35,12,1,0,0,10,37,21,7,6,0,0,33,21,10,10,0,0,0,0,0,0
0,0,0,1,3,13,0,3,30,16,9,13,0,13,34,12,1,0,0,10,39,21,7,6,0,0,33,21,10,11,0,0,0,0,0,0
0,0,0,1,3,13,0,3,30,16,9,13,0,12,35,12,1,0,0,9,39,21,7,6,0,0,33,22,10,11,0,0,0,0,0,0
0,0,0,0,3,13,0,2,29,16,9,13,0,12,36,12,1,0,0,10,39,22,7,7,0,0,35,22,11,11,0,0,0,0,0,0
0,0,0,0,3,13,0,2,27,17,9,13,0,13,37,12,1,0,0,10,41,22,7,7,0,1,36,22,11,11,0,0,0,0,0,0
0,0,0,0,2,13,0,2,26,18,9,13,0,13,36,12,1,0,0,10,42,23,7,6,0,1,36,22,11,11,0,0,0,0,0,0
0,0,0,0,2,12,0,2,26,17,9,12,0,13,35,12,1,0,0,11,42,23,7,6,0,1,34,22,11,11,0,0,0,0,0,0
0,0,0,0,3,13,0,2,27,18,9,12,0,13,34,11,1,0,0,11,42,23,7,7,0,1,34,22,11,12,0,0,0,0,0,0
0,0,0,0,3,13,0,2,28,18,9,12,0,13,34,11,1,0,0,10,42,23,7,7,0,0,35,22,11,12,0,0,0,0,0,0
0,0,0,0,3,13,0,2,29,17,9,13,0,13,33,11,0,0,0,10,42,23,7,6,0,0,33,22,11,11,0,0,0,0,0,0
